city,description,facilities,gallery,latitude,location,longitude,reviews_count,rooms,search_pricing,title,url
Batumi,"New Orbi City Towers is located on the beachfront in Batumi, a 4-minute walk from Batumi Beach and 3.3 miles from Ali and Nino Monument.","[""Airport shuttle"", ""Non-smoking rooms"", ""Free Wifi"", ""Beachfront"", ""24-hour front desk"", ""Air conditioning"", ""Tea/Coffee Maker in All Rooms"", ""See all 35 facilities""]","[""https://cf.bstatic.com/xdata/images/hotel/max1024x768/764778848.jpg?k=ef44c8bc71281b0a1c24b158dba0cfd41bdac8b98dce2f851228a2f47012e473&o="", ""https://cf.bstatic.com/xdata/images/hotel/max500/764399821.jpg?k=d24aa3220ba6c1ffb2557dac95b9be1b789b7c7e9a2acd7644d60753c8c23f8e&o="", ""https://cf.bstatic.com/xdata/images/hotel/max500/764603471.jpg?k=be789772a613a95eb4660d893611020aebc82ce962937281226a0d13722803f6&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/764778966.jpg?k=8f6f06edc03161894e8da0ea48e1f0808c6c16e9315496b72512ea5eecfc0dbc&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/764399827.jpg?k=702152ed1c781ae3c19028d7488a99713b2bb1803e02450624c794e1bed11d6b&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/764778981.jpg?k=ac4da8ea4b5b02e39950628e0f4a1337e9fc1551a28dae56dfa2ab0921ec5bc2&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/764603493.jpg?k=9da73147850ef2d44155955511323c05874d6d04620e7373e8ebee881cb22910&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/755792501.jpg?k=be2da662507686d4aa6207c8baee8a0cdef8315b09589397abc0735142408b3f&o=""]",41.6394065,"7b Sherif Khimshiashvili Street, 6000 Batumi, Georgia",41.6133354,6,"[{""block_id"": ""1501746101_421859529_2_0_0"", ""rounded_price"": 46, ""name"": ""Studio"", ""description"": ""A kitchenette fitted with a refrigerator, kitchenware and a microwave is available for cooking and storing food. This air-conditioned studio has a washing machine, a tea and coffee maker as well as a balcony. The unit has 1 bed."", ""max_occupancy_text"": ""Max. people: 2"", ""max_occupancy"": 2, ""bed_configuration"": [""1 full bed""], ""highlights"": [""30 m²"", ""Private kitchenette"", ""Balcony"", ""View"", ""Air conditioning"", ""Free Wifi"", ""Shower"", ""Bidet"", ""Washing machine"", ""Toilet"", ""Towels"", ""Linens"", ""Desk"", ""Slippers"", ""Refrigerator"", ""Ironing facilities"", ""Tea/Coffee maker"", ""Iron"", ""Microwave"", ""Heating"", ""Hairdryer"", ""Kitchenware"", ""Kitchenette"", ""Dining area"", ""Dining table"", ""Entire unit located on ground floor"", ""Toilet paper"", ""Entire unit wheelchair accessible"", ""Hand sanitizer"", ""Single-room AC for guest accommodation""], ""included_facilities"": [""Shower"", ""Bidet"", ""Washing machine"", ""Toilet"", ""Towels"", ""Linens"", ""Desk"", ""Slippers"", ""Refrigerator"", ""Ironing facilities"", ""Tea/Coffee maker"", ""Iron"", ""Microwave"", ""Heating"", ""Hairdryer"", ""Kitchenware"", ""Kitchenette"", ""Dining area"", ""Dining table"", ""Entire unit located on ground floor"", ""Toilet paper"", ""Entire unit wheelchair accessible"", ""Hand sanitizer"", ""Single-room AC for guest accommodation""], ""policies"": [""Non-refundable"", ""• Pay the property before arrival"", ""No credit card needed""], ""price_display"": ""BDT 2,065"", ""price_currency"": ""BDT"", ""price_amount_text"": ""2,065"", ""price_amount"": 2065.0, ""price_note"": ""Includes taxes and fees"", ""availability"": [{""value"": ""0"", ""label"": ""0""}, {""value"": ""1"", ""label"": ""1 (BDT 2,065)""}, {""value"": ""2"", ""label"": ""2 (BDT 4,131)""}, {""value"": ""3"", ""label"": ""3 (BDT 6,196)""}, {""value"": ""4"", ""label"": ""4 (BDT 8,262)""}, {""value"": ""5"", ""label"": ""5 (BDT 10,327)""}, {""value"": ""6"", ""label"": ""6 (BDT 12,392)""}], ""badges"": [""30 m²"", ""Private kitchenette"", ""Balcony"", ""View"", ""Air conditioning"", ""Free Wifi"", ""40% off"", ""Limited-time Deal""]}, {""block_id"": ""1501746101_421859534_2_0_0"", ""rounded_price"": 51, ""max_occupancy_text"": ""Max. people: 2"", ""max_occupancy"": 2, ""policies"": [""Free cancellation before 6:00 PM on November 9, 2025"", ""No prepayment needed – pay at the property"", ""No credit card needed""], ""price_display"": ""BDT 2,295"", ""price_currency"": ""BDT"", ""price_amount_text"": ""2,295"", ""price_amount"": 2295.0, ""price_note"": ""Includes taxes and fees"", ""availability"": [{""value"": ""0"", ""label"": ""0""}, {""value"": ""1"", ""label"": ""1 (BDT 2,295)""}, {""value"": ""2"", ""label"": ""2 (BDT 4,590)""}, {""value"": ""3"", ""label"": ""3 (BDT 6,885)""}, {""value"": ""4"", ""label"": ""4 (BDT 9,180)""}, {""value"": ""5"", ""label"": ""5 (BDT 11,475)""}, {""value"": ""6"", ""label"": ""6 (BDT 13,769)""}], ""badges"": [""40% off"", ""Limited-time Deal""]}, {""block_id"": ""1501746103_421859534_3_0_0"", ""rounded_price"": 60, ""name"": ""Superior Suite with Sea View"", ""description"": ""A kitchenette equipped with a refrigerator, kitchenware and a microwave is available for cooking and storing food. This suite is air-conditioned and features a washing machine, a tea and coffee maker as well as a balcony. The unit offers 2 beds."", ""max_occupancy_text"": ""Max. people: 3"", ""max_occupancy"": 3, ""bed_configuration"": [""1 king bed and 1 sofa bed""], ""highlights"": [""Private suite"", ""35 m²"", ""Private kitchenette"", ""Balcony"", ""View"", ""Air conditioning"", ""Free Wifi"", ""Shower"", ""Bidet"", ""Washing machine"", ""Toilet"", ""Towels"", ""Linens"", ""Desk"", ""Slippers"", ""Refrigerator"", ""Ironing facilities"", ""Tea/Coffee maker"", ""Iron"", ""Microwave"", ""Heating"", ""Hairdryer"", ""Kitchenware"", ""Kitchenette"", ""Dining area"", ""Dining table"", ""Entire unit located on ground floor"", ""Toilet paper"", ""Entire unit wheelchair accessible"", ""Single-room AC for guest accommodation"", ""Hand sanitizer"", ""More""], ""included_facilities"": [""Shower"", ""Bidet"", ""Washing machine"", ""Toilet"", ""Towels"", ""Linens"", ""Desk"", ""Slippers"", ""Refrigerator"", ""Ironing facilities"", ""Tea/Coffee maker"", ""Iron"", ""Microwave"", ""Heating"", ""Hairdryer"", ""Kitchenware"", ""Kitchenette"", ""Dining area"", ""Dining table"", ""Entire unit located on ground floor"", ""Toilet paper"", ""Entire unit wheelchair accessible"", ""Single-room AC for guest accommodation"", ""Hand sanitizer""], ""policies"": [""Free cancellation before 6:00 PM on November 9, 2025"", ""No prepayment needed – pay at the property"", ""No credit card needed""], ""price_display"": ""BDT 2,700"", ""price_currency"": ""BDT"", ""price_amount_text"": ""2,700"", ""price_amount"": 2700.0, ""price_note"": ""Includes taxes and fees"", ""availability"": [{""value"": ""0"", ""label"": ""0""}, {""value"": ""1"", ""label"": ""1 (BDT 2,700)""}, {""value"": ""2"", ""label"": ""2 (BDT 5,400)""}, {""value"": ""3"", ""label"": ""3 (BDT 8,100)""}, {""value"": ""4"", ""label"": ""4 (BDT 10,800)""}, {""value"": ""5"", ""label"": ""5 (BDT 13,499)""}, {""value"": ""6"", ""label"": ""6 (BDT 16,199)""}, {""value"": ""7"", ""label"": ""7 (BDT 18,899)""}, {""value"": ""8"", ""label"": ""8 (BDT 21,599)""}, {""value"": ""9"", ""label"": ""9 (BDT 24,299)""}, {""value"": ""10"", ""label"": ""10 (BDT 26,999)""}], ""badges"": [""Private suite"", ""35 m²"", ""Private kitchenette"", ""Balcony"", ""View"", ""Air conditioning"", ""Free Wifi"", ""40% off"", ""Limited-time Deal""]}, {""block_id"": ""1501746102_421859534_3_0_0"", ""rounded_price"": 90, ""name"": ""Junior Suite with Ocean View"", ""description"": ""The kitchenette features a refrigerator, kitchenware and a microwave. This suite is air-conditioned and has a washing machine, a tea and coffee maker as well as a balcony. The unit has 2 beds."", ""max_occupancy_text"": ""Max. people: 3"", ""max_occupancy"": 3, ""bed_configuration"": [""Bedroom 1: 1 king bed"", ""Living room: 1 sofa bed""], ""highlights"": [""Private suite"", ""50 m²"", ""Private kitchenette"", ""Balcony"", ""View"", ""Air conditioning"", ""Free Wifi"", ""Shower"", ""Bidet"", ""Washing machine"", ""Toilet"", ""Towels"", ""Linens"", ""Desk"", ""Slippers"", ""Refrigerator"", ""Ironing facilities"", ""Tea/Coffee maker"", ""Iron"", ""Microwave"", ""Heating"", ""Hairdryer"", ""Kitchenware"", ""Kitchenette"", ""Dining area"", ""Dining table"", ""Entire unit located on ground floor"", ""Toilet paper"", ""Entire unit wheelchair accessible"", ""Hand sanitizer"", ""Single-room AC for guest accommodation"", ""More""], ""included_facilities"": [""Shower"", ""Bidet"", ""Washing machine"", ""Toilet"", ""Towels"", ""Linens"", ""Desk"", ""Slippers"", ""Refrigerator"", ""Ironing facilities"", ""Tea/Coffee maker"", ""Iron"", ""Microwave"", ""Heating"", ""Hairdryer"", ""Kitchenware"", ""Kitchenette"", ""Dining area"", ""Dining table"", ""Entire unit located on ground floor"", ""Toilet paper"", ""Entire unit wheelchair accessible"", ""Hand sanitizer"", ""Single-room AC for guest accommodation""], ""policies"": [""Free cancellation before 6:00 PM on November 9, 2025"", ""No prepayment needed – pay at the property"", ""No credit card needed""], ""price_display"": ""BDT 4,050"", ""price_currency"": ""BDT"", ""price_amount_text"": ""4,050"", ""price_amount"": 4050.0, ""price_note"": ""Includes taxes and fees"", ""availability"": [{""value"": ""0"", ""label"": ""0""}, {""value"": ""1"", ""label"": ""1 (BDT 4,050)""}, {""value"": ""2"", ""label"": ""2 (BDT 8,100)""}, {""value"": ""3"", ""label"": ""3 (BDT 12,149)""}, {""value"": ""4"", ""label"": ""4 (BDT 16,199)""}, {""value"": ""5"", ""label"": ""5 (BDT 20,249)""}, {""value"": ""6"", ""label"": ""6 (BDT 24,299)""}, {""value"": ""7"", ""label"": ""7 (BDT 28,349)""}, {""value"": ""8"", ""label"": ""8 (BDT 32,399)""}, {""value"": ""9"", ""label"": ""9 (BDT 36,448)""}], ""badges"": [""Private suite"", ""50 m²"", ""Private kitchenette"", ""Balcony"", ""View"", ""Air conditioning"", ""Free Wifi"", ""40% off"", ""Limited-time Deal""]}, {""block_id"": ""1501746104_421859534_5_0_0"", ""rounded_price"": 150, ""name"": ""King Suite with Ocean View"", ""description"": ""A kitchenette fitted with a refrigerator, kitchenware and a microwave is available for cooking and storing food. The spacious suite features air conditioning, a washing machine, a tea and coffee maker, as well as a balcony. The unit has 3 beds."", ""max_occupancy_text"": ""Max. people: 5"", ""max_occupancy"": 1, ""bed_configuration"": [""Bedroom 1: 1 king bed"", ""Bedroom 2: 1 king bed"", ""Living room: 1 sofa bed""], ""highlights"": [""Private suite"", ""80 m²"", ""Private kitchenette"", ""Balcony"", ""View"", ""Air conditioning"", ""Free Wifi"", ""Shower"", ""Bidet"", ""Washing machine"", ""Toilet"", ""Towels"", ""Linens"", ""Desk"", ""Slippers"", ""Refrigerator"", ""Ironing facilities"", ""Tea/Coffee maker"", ""Iron"", ""Microwave"", ""Heating"", ""Hairdryer"", ""Kitchenware"", ""Kitchenette"", ""Dining area"", ""Dining table"", ""Entire unit located on ground floor"", ""Toilet paper"", ""Entire unit wheelchair accessible"", ""Single-room AC for guest accommodation"", ""Hand sanitizer"", ""More""], ""included_facilities"": [""Shower"", ""Bidet"", ""Washing machine"", ""Toilet"", ""Towels"", ""Linens"", ""Desk"", ""Slippers"", ""Refrigerator"", ""Ironing facilities"", ""Tea/Coffee maker"", ""Iron"", ""Microwave"", ""Heating"", ""Hairdryer"", ""Kitchenware"", ""Kitchenette"", ""Dining area"", ""Dining table"", ""Entire unit located on ground floor"", ""Toilet paper"", ""Entire unit wheelchair accessible"", ""Single-room AC for guest accommodation"", ""Hand sanitizer""], ""policies"": [""Free cancellation before 6:00 PM on November 9, 2025"", ""No prepayment needed – pay at the property"", ""No credit card needed""], ""price_display"": ""BDT 6,750"", ""price_currency"": ""BDT"", ""price_amount_text"": ""6,750"", ""price_amount"": 6750.0, ""price_note"": ""Includes taxes and fees"", ""availability"": [{""value"": ""0"", ""label"": ""0""}, {""value"": ""1"", ""label"": ""1 (BDT 6,750)""}, {""value"": ""2"", ""label"": ""2 (BDT 13,499)""}, {""value"": ""3"", ""label"": ""3 (BDT 20,249)""}, {""value"": ""4"", ""label"": ""4 (BDT 26,999)""}, {""value"": ""5"", ""label"": ""5 (BDT 33,749)""}, {""value"": ""6"", ""label"": ""6 (BDT 40,498)""}, {""value"": ""7"", ""label"": ""7 (BDT 47,248)""}, {""value"": ""8"", ""label"": ""8 (BDT 53,998)""}, {""value"": ""9"", ""label"": ""9 (BDT 60,748)""}, {""value"": ""10"", ""label"": ""10 (BDT 67,497)""}], ""badges"": [""Private suite"", ""80 m²"", ""Private kitchenette"", ""Balcony"", ""View"", ""Air conditioning"", ""Free Wifi"", ""40% off"", ""Limited-time Deal""]}]","{""stay_summary"": ""1 night, 2 adults"", ""taxes_and_charges"": ""Includes taxes and fees"", ""current_price_display"": ""BDT 2,065"", ""current_price_currency"": ""BDT"", ""current_price_amount_text"": ""2,065"", ""current_price_amount"": 2065.0, ""price_breakdown_text"": ""Original price BDT 3,442. Current price BDT 2,065."", ""original_price_display"": ""BDT 3,442"", ""original_price_currency"": ""BDT"", ""original_price_amount_text"": ""3,442"", ""original_price_amount"": 3442.0}",New Orbi City Towers,https://www.booking.com/hotel/ge/apartments-dato.html
Kojori,"Bioli Wellness Resort – A Sanctuary Above Civilization Discover Bioli, a unique wellness oasis floating 3.","[""Airport shuttle"", ""Free parking"", ""Free Wifi"", ""Non-smoking rooms"", ""Room service"", ""Restaurant"", ""Tea/Coffee Maker in All Rooms"", ""Bar"", ""Very Good Breakfast"", ""Free crib available on request"", ""See all 124 facilities""]","[""https://cf.bstatic.com/xdata/images/hotel/max1024x768/586164248.jpg?k=cc9cef8cc808ec1be8b3125fe01d72a68256544f45f29b4c7bd793b7fbfe3932&o="", ""https://cf.bstatic.com/xdata/images/hotel/max500/484556933.jpg?k=20d83cfabccbdcc069daa5133d7a738f6f7d67334e9671ccee843cf56a2c8b76&o="", ""https://cf.bstatic.com/xdata/images/hotel/max500/636561534.jpg?k=bc92e25c0ffc79a40cb24cb4fccb09b2622afaab11072194b4aa183630322be3&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/770047106.jpg?k=d0ad46480b83e7ff3f478d791afb569a5bf25d3036a888380558843b6824ee5d&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/551878223.jpg?k=96f75c6925f7b226a6d85049dc1715c9ecbc5204e61045a52ad7d48d7842fbef&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/603857111.jpg?k=2c4ea01455e175e6b1f1bf0e50908fb80b55f023e551e58ba537d35532cbbdee&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/585909180.jpg?k=725bf5407346dd3de3fbc1a3a30d1423a8f5cf9ba9e164b912f6db85362cd0ec&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/485646997.jpg?k=8f3352168f04f7ee6e195b6e18c7e2eb41483f4b19b407280eb486e11579d5eb&o=""]",41.6659805,"#1 Bioli st, Tbilisi, Kojori, Georgia, 0114 Kojori, Georgia",44.7201862,366,"[{""block_id"": ""177431711_416370866_2_1_0_914049"", ""rounded_price"": 970, ""name"": ""Chalet"", ""description"": ""Boasting a private entrance, this air-conditioned chalet comes with 1 living room, 1 separate bedroom and 1 bathroom with a shower and a bidet. Featuring a terrace with lake views, this chalet also features soundproof walls and a flat-screen TV with streaming services. The unit has 2 beds."", ""max_occupancy_text"": ""Max. people: 2"", ""max_occupancy"": 2, ""bed_configuration"": [""2 twin beds""], ""highlights"": [""Entire chalet"", ""50 m²"", ""Lake view"", ""Garden view"", ""Mountain view"", ""Landmark view"", ""Air conditioning"", ""Attached bathroom"", ""Flat-screen TV"", ""Soundproof"", ""Terrace"", ""Coffee machine"", ""Minibar"", ""Free Wifi"", ""Free toiletries"", ""Bathrobe"", ""Safe"", ""Bidet"", ""Streaming service (like Netflix)"", ""Toilet"", ""Sofa"", ""Bathtub or shower"", ""Towels"", ""Linens"", ""Socket near the bed"", ""Hypoallergenic"", ""Desk"", ""Sitting area"", ""Private entrance"", ""TV"", ""Slippers"", ""Refrigerator"", ""Mosquito net"", ""Ironing facilities"", ""Satellite channels"", ""Tea/Coffee maker"", ""Iron"", ""Heating"", ""Hairdryer"", ""Fan"", ""Walk-in closet"", ""Towels/Sheets (extra fee)"", ""Electric kettle"", ""Outdoor furniture"", ""Cable channels"", ""Wardrobe or closet"", ""Dining table"", ""Entire unit located on ground floor"", ""Clothes rack"", ""Toilet paper"", ""Books, DVDs or music for children"", ""Hand sanitizer""], ""included_facilities"": [""Free toiletries"", ""Bathrobe"", ""Safe"", ""Bidet"", ""Streaming service (like Netflix)"", ""Toilet"", ""Sofa"", ""Bathtub or shower"", ""Towels"", ""Linens"", ""Socket near the bed"", ""Hypoallergenic"", ""Desk"", ""Sitting area"", ""Private entrance"", ""TV"", ""Slippers"", ""Refrigerator"", ""Mosquito net"", ""Ironing facilities"", ""Satellite channels"", ""Tea/Coffee maker"", ""Iron"", ""Heating"", ""Hairdryer"", ""Fan"", ""Walk-in closet"", ""Towels/Sheets (extra fee)"", ""Electric kettle"", ""Outdoor furniture"", ""Cable channels"", ""Wardrobe or closet"", ""Dining table"", ""Entire unit located on ground floor"", ""Clothes rack"", ""Toilet paper"", ""Books, DVDs or music for children"", ""Hand sanitizer""], ""policies"": [""Very good breakfast included"", ""Includes parking + high-speed internet"", ""Partially refundable"", ""• Pay online"", ""discount may be available"", ""• We have 1 left""], ""price_display"": ""BDT 43,648"", ""price_currency"": ""BDT"", ""price_amount_text"": ""43,648"", ""price_amount"": 43648.0, ""price_note"": ""Includes taxes and fees"", ""availability"": [{""value"": ""0"", ""label"": ""0""}, {""value"": ""1"", ""label"": ""1 (BDT 43,648)""}], ""badges"": [""Entire chalet"", ""50 m²"", ""Lake view"", ""Garden view"", ""Mountain view"", ""Landmark view"", ""Air conditioning"", ""Attached bathroom"", ""Flat-screen TV"", ""Soundproof"", ""Terrace"", ""Coffee machine"", ""Minibar"", ""Free Wifi""]}, {""block_id"": ""177431702_416370962_2_1_0_914049"", ""rounded_price"": 950, ""name"": ""One-Bedroom House"", ""description"": ""This One-bedroom Eco-friendly cottage is air-conditioned and features a balcony with sitting area and a panoramic view. Room includes a refrigerator and a coffee/tea maker. Chargeable and rechargeable mini-bar is featured. Flat-screen TV with satellite channels as well as an iron is available. Private bathroom with shower comes with free toiletries. Hairdryer, slippers, toothbrush are offered. Room amenities also include linen and towels."", ""max_occupancy_text"": ""Max. people: 2"", ""max_occupancy"": 2, ""bed_configuration"": [""1 king bed""], ""highlights"": [""Entire vacation home"", ""72 m²"", ""Balcony"", ""Garden view"", ""Mountain view"", ""Landmark view"", ""City view"", ""Air conditioning"", ""Attached bathroom"", ""Flat-screen TV"", ""Soundproof"", ""Coffee machine"", ""Minibar"", ""Free Wifi"", ""Free toiletries"", ""Bathrobe"", ""Safe"", ""Bidet"", ""Streaming service (like Netflix)"", ""Toilet"", ""Sofa"", ""Bathtub or shower"", ""Towels"", ""Linens"", ""Socket near the bed"", ""Hypoallergenic"", ""Desk"", ""Sitting area"", ""Private entrance"", ""TV"", ""Slippers"", ""Refrigerator"", ""Mosquito net"", ""Ironing facilities"", ""Satellite channels"", ""Tea/Coffee maker"", ""Iron"", ""Heating"", ""Hairdryer"", ""Extra long beds (> 6.5 ft)"", ""Towels/Sheets (extra fee)"", ""Electric kettle"", ""Outdoor furniture"", ""Cable channels"", ""Wardrobe or closet"", ""Dining table"", ""Entire unit located on ground floor"", ""Clothes rack"", ""Fold-up bed"", ""Drying rack for clothing"", ""Toilet paper"", ""Board games/puzzles"", ""Books, DVDs or music for children"", ""Hand sanitizer"", ""More""], ""included_facilities"": [""Free toiletries"", ""Bathrobe"", ""Safe"", ""Bidet"", ""Streaming service (like Netflix)"", ""Toilet"", ""Sofa"", ""Bathtub or shower"", ""Towels"", ""Linens"", ""Socket near the bed"", ""Hypoallergenic"", ""Desk"", ""Sitting area"", ""Private entrance"", ""TV"", ""Slippers"", ""Refrigerator"", ""Mosquito net"", ""Ironing facilities"", ""Satellite channels"", ""Tea/Coffee maker"", ""Iron"", ""Heating"", ""Hairdryer"", ""Extra long beds (> 6.5 ft)"", ""Towels/Sheets (extra fee)"", ""Electric kettle"", ""Outdoor furniture"", ""Cable channels"", ""Wardrobe or closet"", ""Dining table"", ""Entire unit located on ground floor"", ""Clothes rack"", ""Fold-up bed"", ""Drying rack for clothing"", ""Toilet paper"", ""Board games/puzzles"", ""Books, DVDs or music for children"", ""Hand sanitizer""], ""policies"": [""Very good breakfast included"", ""Includes parking + high-speed internet"", ""Partially refundable"", ""• Pay online"", ""discount may be available""], ""price_display"": ""BDT 42,748"", ""price_currency"": ""BDT"", ""price_amount_text"": ""42,748"", ""price_amount"": 42748.0, ""price_note"": ""Includes taxes and fees"", ""availability"": [{""value"": ""0"", ""label"": ""0""}, {""value"": ""1"", ""label"": ""1 (BDT 42,748)""}, {""value"": ""2"", ""label"": ""2 (BDT 85,496)""}, {""value"": ""3"", ""label"": ""3 (BDT 128,245)""}, {""value"": ""4"", ""label"": ""4 (BDT 170,993)""}, {""value"": ""5"", ""label"": ""5 (BDT 213,741)""}, {""value"": ""6"", ""label"": ""6 (BDT 256,489)""}, {""value"": ""7"", ""label"": ""7 (BDT 299,238)""}, {""value"": ""8"", ""label"": ""8 (BDT 341,986)""}, {""value"": ""9"", ""label"": ""9 (BDT 384,734)""}], ""badges"": [""Entire vacation home"", ""72 m²"", ""Balcony"", ""Garden view"", ""Mountain view"", ""Landmark view"", ""City view"", ""Air conditioning"", ""Attached bathroom"", ""Flat-screen TV"", ""Soundproof"", ""Coffee machine"", ""Minibar"", ""Free Wifi""]}, {""block_id"": ""177431705_416370962_4_1_0_914049"", ""rounded_price"": 1210, ""name"": ""Two-Bedroom House"", ""description"": ""This Two-bedroom Eco-friendly cottage is air-conditioned and features a terrace with sitting area and a panoramic view. Room includes a kitchenette with refrigerator and a coffee/tea maker. Chargeable and rechargeable mini-bar is featured. Flat-screen TV with satellite channels is available. Private bathroom with shower comes with free toiletries. Hairdryer, slippers, toothbrush are offered. Room amenities also include linen and towels."", ""max_occupancy_text"": ""Max. people: 4"", ""max_occupancy"": 4, ""bed_configuration"": [""Bedroom 1: 1 king bed"", ""Bedroom 2: 2 twin beds""], ""highlights"": [""Entire vacation home"", ""180 m²"", ""Private kitchenette"", ""Attached bathroom"", ""Garden view"", ""Mountain view"", ""Landmark view"", ""Air conditioning"", ""Flat-screen TV"", ""Soundproof"", ""Terrace"", ""Coffee machine"", ""Minibar"", ""Free Wifi"", ""Free toiletries"", ""Bathrobe"", ""Safe"", ""Additional bathroom"", ""Bidet"", ""Streaming service (like Netflix)"", ""Toilet"", ""Sofa"", ""Bathtub or shower"", ""Towels"", ""Linens"", ""Socket near the bed"", ""Hypoallergenic"", ""Desk"", ""High chair"", ""Sitting area"", ""Private entrance"", ""TV"", ""Slippers"", ""Refrigerator"", ""Mosquito net"", ""Ironing facilities"", ""Satellite channels"", ""Tea/Coffee maker"", ""Iron"", ""Interconnecting room(s) available"", ""Heating"", ""Hairdryer"", ""Kitchenware"", ""Kitchenette"", ""Guest bathroom"", ""Extra long beds (> 6.5 ft)"", ""Walk-in closet"", ""Towels/Sheets (extra fee)"", ""Electric kettle"", ""Outdoor furniture"", ""Cable channels"", ""Wardrobe or closet"", ""Stovetop"", ""Dining area"", ""Dining table"", ""Entire unit located on ground floor"", ""Clothes rack"", ""Fold-up bed"", ""Drying rack for clothing"", ""Toilet paper"", ""Books, DVDs or music for children"", ""Baby safety gates"", ""Hand sanitizer"", ""More""], ""included_facilities"": [""Free toiletries"", ""Bathrobe"", ""Safe"", ""Additional bathroom"", ""Bidet"", ""Streaming service (like Netflix)"", ""Toilet"", ""Sofa"", ""Bathtub or shower"", ""Towels"", ""Linens"", ""Socket near the bed"", ""Hypoallergenic"", ""Desk"", ""High chair"", ""Sitting area"", ""Private entrance"", ""TV"", ""Slippers"", ""Refrigerator"", ""Mosquito net"", ""Ironing facilities"", ""Satellite channels"", ""Tea/Coffee maker"", ""Iron"", ""Interconnecting room(s) available"", ""Heating"", ""Hairdryer"", ""Kitchenware"", ""Kitchenette"", ""Guest bathroom"", ""Extra long beds (> 6.5 ft)"", ""Walk-in closet"", ""Towels/Sheets (extra fee)"", ""Electric kettle"", ""Outdoor furniture"", ""Cable channels"", ""Wardrobe or closet"", ""Stovetop"", ""Dining area"", ""Dining table"", ""Entire unit located on ground floor"", ""Clothes rack"", ""Fold-up bed"", ""Drying rack for clothing"", ""Toilet paper"", ""Books, DVDs or music for children"", ""Baby safety gates"", ""Hand sanitizer""], ""policies"": [""Very good breakfast included"", ""Includes parking + high-speed internet"", ""Partially refundable"", ""• Pay online"", ""discount may be available"", ""• We have 1 left""], ""price_display"": ""BDT 54,448"", ""price_currency"": ""BDT"", ""price_amount_text"": ""54,448"", ""price_amount"": 54448.0, ""price_note"": ""Includes taxes and fees"", ""availability"": [{""value"": ""0"", ""label"": ""0""}, {""value"": ""1"", ""label"": ""1 (BDT 54,448)""}], ""badges"": [""Entire vacation home"", ""180 m²"", ""Private kitchenette"", ""Attached bathroom"", ""Garden view"", ""Mountain view"", ""Landmark view"", ""Air conditioning"", ""Flat-screen TV"", ""Soundproof"", ""Terrace"", ""Coffee machine"", ""Minibar"", ""Free Wifi""]}]","{""stay_summary"": ""1 night, 2 adults"", ""taxes_and_charges"": ""Includes taxes and fees"", ""current_price_display"": ""BDT 42,748"", ""current_price_currency"": ""BDT"", ""current_price_amount_text"": ""42,748"", ""current_price_amount"": 42748.0, ""price_breakdown_text"": ""Price BDT 42,748""}",Bioli Wellness Resort,https://www.booking.com/hotel/ge/bioli-medical-wellness-resort.html
