city,description,facilities,gallery,latitude,location,longitude,reviews_count,,search_city,search_pricing,title,url
Dubai,SmartStay at Grande Signature - Burj Khalifa View - 5 min Dubai Mall - Downtown Dubai - Brand New Luxury Apartments provides rooms with private balconies...,"[""Outdoor swimming pool"", ""Non-smoking rooms"", ""Fitness center"", ""Free parking"", ""Free Wifi"", ""Family rooms"", ""24-hour front desk"", ""Terrace"", ""Garden"", ""Free crib available on request"", ""See all 93 facilities""]","[""https://cf.bstatic.com/xdata/images/hotel/max1024x768/614972748.jpg?k=99f980cbb498100ded350249ac7b1f2d5c7b7772799af7cb993fa6a26e578755&o="", ""https://cf.bstatic.com/xdata/images/hotel/max500/614973745.jpg?k=99db4cec412c4e3caf59e838dbd67ec5c917a27bb753ffba78c3ba5573cecdfe&o="", ""https://cf.bstatic.com/xdata/images/hotel/max500/614974419.jpg?k=b3f4ee56577b5deaa724680cfa27e99e20aeebe50a6b7295dce28b5c3786731d&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/614972874.jpg?k=86755d885bf45ca42f71aaab0de848e1b0008fc8843e14c1c4cbffe4780f5b2e&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/614972663.jpg?k=5207b5b035c6fe1ad50f9279bb5a2b2eb5f4805757e8d861c65523471d470a0f&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/614973905.jpg?k=d02cb70bf077aedb220abadebd717db048d507f6cbbcfb37b140059d2c65297e&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/614974408.jpg?k=37e8f8d55bd19c33623430dba16528ed80636c47e84a6dbf0b4b0b824966a2b9&o="", ""https://cf.bstatic.com/xdata/images/hotel/max300/614973740.jpg?k=a7ea2dc9a612c24697048e601898ee965be9daa6730de56625f130f7ae30d1ad&o=""]",25.1948364,"Grande Signature Residences - Opera District, Downtown Dubai, 0000 Dubai, United Arab Emirates",55.2719201,11,"[{""block_id"": ""1309092904_405710522_4_0_0"", ""rounded_price"": 1369, ""name"": ""Two-Bedroom Apartment with City View"", ""description"": ""The pool with a view is the standout feature of this apartment. Boasting a private entrance, this air-conditioned apartment features 1 living room, 2 separate bedrooms and 2 bathrooms with a bath or a shower and a bidet. In the well-equipped kitchen, guests will find a stovetop, a refrigerator, kitchenware and an oven. The spacious apartment features a flat-screen TV with streaming services, a washing machine, soundproof walls, a tea and coffee maker as well as city views. The unit has 2 beds."", ""max_occupancy_text"": ""Max. people: 4"", ""max_occupancy"": 4, ""bed_configuration"": [""Bedroom 1: 1 king bed"", ""Bedroom 2: 1 queen bed""], ""highlights"": [""Entire apartment"", ""113 m²"", ""Private kitchen"", ""Private bathroom"", ""Balcony"", ""Landmark view"", ""City view"", ""Pool with a view"", ""Air conditioning"", ""Flat-screen TV"", ""Soundproof"", ""Coffee machine"", ""Free Wifi"", ""Free toiletries"", ""Bathrobe"", ""Kitchen"", ""Safe"", ""Bidet"", ""Washing machine"", ""Streaming service (like Netflix)"", ""Toilet"", ""Sofa"", ""Bathtub or shower"", ""Towels"", ""Linens"", ""Socket near the bed"", ""Tile/Marble floor"", ""Desk"", ""High chair"", ""Sitting area"", ""Private entrance"", ""TV"", ""Slippers"", ""Refrigerator"", ""Ironing facilities"", ""Tea/Coffee maker"", ""Iron"", ""Microwave"", ""Heating"", ""Hairdryer"", ""Kitchenware"", ""Kitchenette"", ""Guest bathroom"", ""Extra long beds (> 6.5 ft)"", ""Towels/Sheets (extra fee)"", ""Carpeted"", ""Electric kettle"", ""Outdoor furniture"", ""Outdoor dining area"", ""Dryer"", ""Wardrobe or closet"", ""Oven"", ""Stovetop"", ""Toaster"", ""Dining area"", ""Dining table"", ""Private apartment in building"", ""Clothes rack"", ""Drying rack for clothing"", ""Toilet paper"", ""Board games/puzzles"", ""Books, DVDs or music for children"", ""Sofa bed"", ""Carbon monoxide detector""], ""included_facilities"": [""Free toiletries"", ""Bathrobe"", ""Kitchen"", ""Safe"", ""Bidet"", ""Washing machine"", ""Streaming service (like Netflix)"", ""Toilet"", ""Sofa"", ""Bathtub or shower"", ""Towels"", ""Linens"", ""Socket near the bed"", ""Tile/Marble floor"", ""Desk"", ""High chair"", ""Sitting area"", ""Private entrance"", ""TV"", ""Slippers"", ""Refrigerator"", ""Ironing facilities"", ""Tea/Coffee maker"", ""Iron"", ""Microwave"", ""Heating"", ""Hairdryer"", ""Kitchenware"", ""Kitchenette"", ""Guest bathroom"", ""Extra long beds (> 6.5 ft)"", ""Towels/Sheets (extra fee)"", ""Carpeted"", ""Electric kettle"", ""Outdoor furniture"", ""Outdoor dining area"", ""Dryer"", ""Wardrobe or closet"", ""Oven"", ""Stovetop"", ""Toaster"", ""Dining area"", ""Dining table"", ""Private apartment in building"", ""Clothes rack"", ""Drying rack for clothing"", ""Toilet paper"", ""Board games/puzzles"", ""Books, DVDs or music for children"", ""Sofa bed"", ""Carbon monoxide detector""], ""policies"": [""Non-refundable"", ""• Pay the property before arrival"", ""• We have 1 left""], ""price_display"": ""BDT 45,477"", ""price_currency"": ""BDT"", ""price_amount_text"": ""45,477"", ""price_amount"": 45477.0, ""price_note"": ""+BDT 16,720 taxes and fees"", ""availability"": [{""value"": ""0"", ""label"": ""0""}, {""value"": ""1"", ""label"": ""1 (BDT 45,477)""}], ""badges"": [""Entire apartment"", ""113 m²"", ""Private kitchen"", ""Private bathroom"", ""Balcony"", ""Landmark view"", ""City view"", ""Pool with a view"", ""Air conditioning"", ""Flat-screen TV"", ""Soundproof"", ""Coffee machine"", ""Free Wifi"", ""40% off"", ""Limited-time Deal""]}]",Dubai,"{""stay_summary"": ""1 night,2 adults"", ""taxes_and_charges"": ""+BDT 16,720 taxes and fees"", ""current_price_display"": ""BDT 45,477"", ""current_price_currency"": ""BDT"", ""current_price_amount_text"": ""45,477"", ""current_price_amount"": 45477.0, ""price_breakdown_text"": ""Original price BDT 75,795. Current price BDT 45,477."", ""original_price_display"": ""BDT 75,795"", ""original_price_currency"": ""BDT"", ""original_price_amount_text"": ""75,795"", ""original_price_amount"": 75795.0}",SmartStay at Grande Signature - Burj Khalifa View - 5 min Dubai Mall - Downtown Dubai - Brand New Luxury Apartments,https://www.booking.com/hotel/ae/smartstay-at-grande-signature-burj-khalifa-view-5-min-dubai-mall-downtown-dubai.html
